work_title,author,editor,date,bookid,booktitle,index_paragraph,latin_text,italian_text,english_text
,,,,1,,1,"ἃ μὲν γὰρ ἐν ταῖς θυσίαις οἱ μάταιοι
πράττουσι καὶ ταῖς ἑορταῖς καὶ προσόδοις τῶν θεῶν
καὶ ἃ αἰτοῦσι καὶ ἃ εὔχονται καὶ ἃ γιγνώσκουσι περὶ αὐτῶν, οὐκ οἶδα εἴ τις οὕτως κατηφής ἐστι καὶ λελυπημένος ὅστις οὐ γελάσεται τὴν
ἀβελτερίαν· ἐπιβλέψας τῶν δρωμένων. καὶ πολύ γε,
οἶμαι, πρότερον τοῦ γελᾶν πρὸς ἑαυτὸν ἐξετάσει
πότερον εὐσεβεῖς αὐτοὺς χρὴ καλεῖν ἢ τοὐναντίον θεοῖς ἐχθροὺς καὶ κακοδαίμονας, οἵ γε οὕτω ταπεινὸν καὶ ἀγεννὲς τὸ θεῖον ὑπειλήφασιν ὥστε
εἶναι ἀνθρώπων ἐνδεὲς καὶ κολακευόμενον ἥδεσθαι καὶ ἀγανακτεῖν ἀμελούμενον. τὰ γοὺν Αἰτωλικὰ πάθη καὶ τὰς τῶν Καλυδωνίων συμφορὰς καὶ τοὺς τοσούτους φόνους καὶ τὴν Μελεάγρου διάλυσιν, πάντα ταῦτα ἔργα φασὶν εἶναι τῆς Ἀρτέμιδος μεμψιμοιρούσης ὅτι
μὴ παρελήφθη πρὸς τὴν θυσίαν ὑπὸ τοῦ Οἰνέως·
οὕτως ἄρα βαθέως καθίκετο αὐτῆς ἡ τῶν ἱερείων
διαφορά καί μοι δοκῶ ὁρᾶν αὐτὴν ἐν τῷ
οὐρανῷ τότε μόνην τῶν ἄλλων θεῶν εἰς Οἰνέως
πεπορευμένων, δεινὰ ποιοῦσαν καὶ σχετλιάζουσαν οἵας ἑορτῆς ἀπολειφθήσεται.","perché non ci sono sacrifici invano
celebrano anche le feste e le rendite degli dei
e quello che chiedono e quello che desiderano e quello che sai di loro, non li ho visti così cupi, e triste è chi non ride di loro
avalterian; hai supervisionato gli eventi. e molto
Lo sono, prima che ridano di lui per esaminarsi
perché li adori quando chiamano o invece dei, nemici e demoni malvagi, che sono così umili e non nati da adorare Dio in modo che
è una terra di persone che sono allo stesso tempo lusingate, indignate e trascurate. le cosiddette passioni etoliche e le calamità calidoniane e tali omicidi e la dissoluzione di Meleagro, tutte queste opere sono opera della gelosa Artemide perché
non fu portato al sacrificio sotto Eneo;
Pertanto, lei e le sacerdotesse furono profondamente castigate
differenza e provo a vederla nel
paradiso allora unico degli altri dei in Oineos
di coloro che viaggiavano, soffrivano e bestemmiavano ogni volta che la festa veniva abolita.","for there are no sacrifices in vain
they also celebrate the festivals and annuities of the gods
and what they ask and what they wish and what you know about them, I have not seen them so gloomy, and sad is he who does not laugh at
avalterian; you oversaw the events. and very
I am, before they laugh at him to examine himself
why do you worship them when they call or instead gods, enemies and evil demons, who are so humble and unborn to worship God so that
it is a land of people who are both flattered and indignant and neglected. the so-called Aetolian passions and the Calydonian calamities and such murders and the dissolution of Meleagrus, all these works are the work of the jealous Artemis because
was not taken to the sacrifice under Oeneos;
Thus, she and the priestesses were deeply chastised
difference and I try to see it in the
heaven then alone of the other gods in Oineos
of those who traveled, they were suffering and blaspheming whenever the holiday was abolished."
,,,,2,,1,"ἃ μὲν γὰρ ἐν ταῖς θυσίαις οἱ μάταιοι
πράττουσι καὶ ταῖς ἑορταῖς καὶ προσόδοις τῶν θεῶν
καὶ ἃ αἰτοῦσι καὶ ἃ εὔχονται καὶ ἃ γιγνώσκουσι περὶ αὐτῶν, οὐκ οἶδα εἴ τις οὕτως κατηφής ἐστι καὶ λελυπημένος ὅστις οὐ γελάσεται τὴν
ἀβελτερίαν· ἐπιβλέψας τῶν δρωμένων. καὶ πολύ γε,
οἶμαι, πρότερον τοῦ γελᾶν πρὸς ἑαυτὸν ἐξετάσει
πότερον εὐσεβεῖς αὐτοὺς χρὴ καλεῖν ἢ τοὐναντίον θεοῖς ἐχθροὺς καὶ κακοδαίμονας, οἵ γε οὕτω ταπεινὸν καὶ ἀγεννὲς τὸ θεῖον ὑπειλήφασιν ὥστε
εἶναι ἀνθρώπων ἐνδεὲς καὶ κολακευόμενον ἥδεσθαι καὶ ἀγανακτεῖν ἀμελούμενον. τὰ γοὺν Αἰτωλικὰ πάθη καὶ τὰς τῶν Καλυδωνίων συμφορὰς καὶ τοὺς τοσούτους φόνους καὶ τὴν Μελεάγρου διάλυσιν, πάντα ταῦτα ἔργα φασὶν εἶναι τῆς Ἀρτέμιδος μεμψιμοιρούσης ὅτι
μὴ παρελήφθη πρὸς τὴν θυσίαν ὑπὸ τοῦ Οἰνέως·
οὕτως ἄρα βαθέως καθίκετο αὐτῆς ἡ τῶν ἱερείων
διαφορά καί μοι δοκῶ ὁρᾶν αὐτὴν ἐν τῷ
οὐρανῷ τότε μόνην τῶν ἄλλων θεῶν εἰς Οἰνέως
πεπορευμένων, δεινὰ ποιοῦσαν καὶ σχετλιάζουσαν οἵας ἑορτῆς ἀπολειφθήσεται.","perché non ci sono sacrifici invano
celebrano anche le feste e le rendite degli dei
e quello che chiedono e quello che desiderano e quello che sai di loro, non li ho visti così cupi, e triste è chi non ride di loro
avalterian; hai supervisionato gli eventi. e molto
Lo sono, prima che ridano di lui per esaminarsi
perché li adori quando chiamano o invece dei, nemici e demoni malvagi, che sono così umili e non nati da adorare Dio in modo che
è una terra di persone che sono allo stesso tempo lusingate, indignate e trascurate. le cosiddette passioni etoliche e le calamità calidoniane e tali omicidi e la dissoluzione di Meleagro, tutte queste opere sono opera della gelosa Artemide perché
non fu portato al sacrificio sotto Eneo;
Pertanto, lei e le sacerdotesse furono profondamente castigate
differenza e provo a vederla nel
paradiso allora unico degli altri dei in Oineos
di coloro che viaggiavano, soffrivano e bestemmiavano ogni volta che la festa veniva abolita.","for there are no sacrifices in vain
they also celebrate the festivals and annuities of the gods
and what they ask and what they wish and what you know about them, I have not seen them so gloomy, and sad is he who does not laugh at
avalterian; you oversaw the events. and very
I am, before they laugh at him to examine himself
why do you worship them when they call or instead gods, enemies and evil demons, who are so humble and unborn to worship God so that
it is a land of people who are both flattered and indignant and neglected. the so-called Aetolian passions and the Calydonian calamities and such murders and the dissolution of Meleagrus, all these works are the work of the jealous Artemis because
was not taken to the sacrifice under Oeneos;
Thus, she and the priestesses were deeply chastised
difference and I try to see it in the
heaven then alone of the other gods in Oineos
of those who traveled, they were suffering and blaspheming whenever the holiday was abolished."
,,,,2,,1,"τοὺς δʼ αὖ Αἰθίοπας καὶ μακαρίους καὶ τρισευδαίμονας εἴποι τις ἄν, εἴ γε ἀπομνημονεύει τὴν χάριν αὐτοῖς ὁ Ζεὺς ἣν πρὸς αὐτὸν ἐπεδείξαντο δώδεκα ἑξῆς ἡμέρας ἑστιάσαντες, καὶ ταῦτα ἐπαγόμενον καὶ τοὺς ἄλλους θεούς.
οὕτως οὐδέν, ὡς ἔοικεν, ἀμισθὶ ποιοῦσιν ὧν
ποιοῦσιν, ἀλλὰ πωλοῦσιν τοῖς ἀνθρώποις τἀγαθά, καὶ ἔνεστι πρίασθαι παρʼ αὐτῶν τὸ μὲν ὑγιαίνειν,
εἰ τύχοι, βοϊδίου, τὸ δὲ πλουτεῖν βοῶν τεττάρων,
τὸ δὲ βασιλεύειν ἑκατόμβης, τὸ δὲ σῶον ἐπανελθεῖν ἐξ Ἰλίου εἰς Πύλον ταύρων ἐννέα, καὶ τὸ ἐκ τῆς Αὐλίδος εἰς Ἴλιον διαπλεῦσαι παρθένου βασιλικῆς. ἡ μὲν γὰρ Ἑκάβη τὸ μὴ ἁλῶναι τὴν πόλιν τότε ἐπρίατο παρὰ τῆς Ἀθηνᾶς βοῶν δώδεκα καὶ πέπλου. εἰκάζειν δὲ χρὴ πολλὰ εἶναι ἀλεκτρυόνος καὶ στεφάνου καὶ λιβανωτοῦ μόνου
παρʼ αὐτοῖς ὤνια.","Disse agli etiopi: ""Beato e felice, e Triseudaemon, che Zeus ricorda il favore mostratogli dodici giorni fa, concentrandosi su di loro, e con questo, anche sugli altri dei"".
quindi per niente, così com'era
cosa fanno, ma vendono merci alla gente, ed è un peccato per loro rendermi sano,
nelle fortune, di un toro, ma nelle ricchezze di quattro
E regnarono i centomila, e che salì da Ilio al Pilone su nove tori, e che da Aulide a Elio fluttuasti come vergine basilica. poiché se Akabe non avesse distrutto la città, allora sarebbe stata più amata di Atena con dodici voci e un velo. ma dicono che sia di grande utilità, è solo un alectryon, una ghirlanda e un turibolo
parʼ αὐτοῖς ὤνια.","He said to the Ethiopians, ""Blessed and happy, and Triseudaemon, that Zeus remembers the favor shown to him twelve days ago, by focusing on them, and by this, the other gods as well.""
so not at all, as it was
what do they do, but they sell goods to the people, and it is a shame for them to make me healthy,
in fortunes, of a bull, but the riches of fours
And the hundred thousand reigned, and that he ascended from Ilium to Pylon on nine bulls, and that from Aulis to Helium you floated as a virgin basilica. for if Akabe did not destroy the city then she was more beloved than Athena with twelve voices and a veil. but they say that he is of much use, he is an alectryon and a wreath and a censer alone
parʼ αὐτοῖς ὤνια."
,,,,3,,1,"ἃ μὲν γὰρ ἐν ταῖς θυσίαις οἱ μάταιοι
πράττουσι καὶ ταῖς ἑορταῖς καὶ προσόδοις τῶν θεῶν
καὶ ἃ αἰτοῦσι καὶ ἃ εὔχονται καὶ ἃ γιγνώσκουσι περὶ αὐτῶν, οὐκ οἶδα εἴ τις οὕτως κατηφής ἐστι καὶ λελυπημένος ὅστις οὐ γελάσεται τὴν
ἀβελτερίαν· ἐπιβλέψας τῶν δρωμένων. καὶ πολύ γε,
οἶμαι, πρότερον τοῦ γελᾶν πρὸς ἑαυτὸν ἐξετάσει
πότερον εὐσεβεῖς αὐτοὺς χρὴ καλεῖν ἢ τοὐναντίον θεοῖς ἐχθροὺς καὶ κακοδαίμονας, οἵ γε οὕτω ταπεινὸν καὶ ἀγεννὲς τὸ θεῖον ὑπειλήφασιν ὥστε
εἶναι ἀνθρώπων ἐνδεὲς καὶ κολακευόμενον ἥδεσθαι καὶ ἀγανακτεῖν ἀμελούμενον. τὰ γοὺν Αἰτωλικὰ πάθη καὶ τὰς τῶν Καλυδωνίων συμφορὰς καὶ τοὺς τοσούτους φόνους καὶ τὴν Μελεάγρου διάλυσιν, πάντα ταῦτα ἔργα φασὶν εἶναι τῆς Ἀρτέμιδος μεμψιμοιρούσης ὅτι
μὴ παρελήφθη πρὸς τὴν θυσίαν ὑπὸ τοῦ Οἰνέως·
οὕτως ἄρα βαθέως καθίκετο αὐτῆς ἡ τῶν ἱερείων
διαφορά καί μοι δοκῶ ὁρᾶν αὐτὴν ἐν τῷ
οὐρανῷ τότε μόνην τῶν ἄλλων θεῶν εἰς Οἰνέως
πεπορευμένων, δεινὰ ποιοῦσαν καὶ σχετλιάζουσαν οἵας ἑορτῆς ἀπολειφθήσεται.","perché non ci sono sacrifici invano
celebrano anche le feste e le rendite degli dei
e quello che chiedono e quello che desiderano e quello che sai di loro, non li ho visti così cupi, e triste è chi non ride di loro
avalterian; hai supervisionato gli eventi. e molto
Lo sono, prima che ridano di lui per esaminarsi
perché li adori quando chiamano o invece dei, nemici e demoni malvagi, che sono così umili e non nati da adorare Dio in modo che
è una terra di persone che sono allo stesso tempo lusingate, indignate e trascurate. le cosiddette passioni etoliche e le calamità calidoniane e tali omicidi e la dissoluzione di Meleagro, tutte queste opere sono opera della gelosa Artemide perché
non fu portato al sacrificio sotto Eneo;
Pertanto, lei e le sacerdotesse furono profondamente castigate
differenza e provo a vederla nel
paradiso allora unico degli altri dei in Oineos
di coloro che viaggiavano, soffrivano e bestemmiavano ogni volta che la festa veniva abolita.","for there are no sacrifices in vain
they also celebrate the festivals and annuities of the gods
and what they ask and what they wish and what you know about them, I have not seen them so gloomy, and sad is he who does not laugh at
avalterian; you oversaw the events. and very
I am, before they laugh at him to examine himself
why do you worship them when they call or instead gods, enemies and evil demons, who are so humble and unborn to worship God so that
it is a land of people who are both flattered and indignant and neglected. the so-called Aetolian passions and the Calydonian calamities and such murders and the dissolution of Meleagrus, all these works are the work of the jealous Artemis because
was not taken to the sacrifice under Oeneos;
Thus, she and the priestesses were deeply chastised
difference and I try to see it in the
heaven then alone of the other gods in Oineos
of those who traveled, they were suffering and blaspheming whenever the holiday was abolished."
,,,,3,,1,"τοὺς δʼ αὖ Αἰθίοπας καὶ μακαρίους καὶ τρισευδαίμονας εἴποι τις ἄν, εἴ γε ἀπομνημονεύει τὴν χάριν αὐτοῖς ὁ Ζεὺς ἣν πρὸς αὐτὸν ἐπεδείξαντο δώδεκα ἑξῆς ἡμέρας ἑστιάσαντες, καὶ ταῦτα ἐπαγόμενον καὶ τοὺς ἄλλους θεούς.
οὕτως οὐδέν, ὡς ἔοικεν, ἀμισθὶ ποιοῦσιν ὧν
ποιοῦσιν, ἀλλὰ πωλοῦσιν τοῖς ἀνθρώποις τἀγαθά, καὶ ἔνεστι πρίασθαι παρʼ αὐτῶν τὸ μὲν ὑγιαίνειν,
εἰ τύχοι, βοϊδίου, τὸ δὲ πλουτεῖν βοῶν τεττάρων,
τὸ δὲ βασιλεύειν ἑκατόμβης, τὸ δὲ σῶον ἐπανελθεῖν ἐξ Ἰλίου εἰς Πύλον ταύρων ἐννέα, καὶ τὸ ἐκ τῆς Αὐλίδος εἰς Ἴλιον διαπλεῦσαι παρθένου βασιλικῆς. ἡ μὲν γὰρ Ἑκάβη τὸ μὴ ἁλῶναι τὴν πόλιν τότε ἐπρίατο παρὰ τῆς Ἀθηνᾶς βοῶν δώδεκα καὶ πέπλου. εἰκάζειν δὲ χρὴ πολλὰ εἶναι ἀλεκτρυόνος καὶ στεφάνου καὶ λιβανωτοῦ μόνου
παρʼ αὐτοῖς ὤνια.","Disse agli etiopi: ""Beato e felice, e Triseudaemon, che Zeus ricorda il favore mostratogli dodici giorni fa, concentrandosi su di loro, e con questo, anche sugli altri dei"".
quindi per niente, così com'era
cosa fanno, ma vendono merci alla gente, ed è un peccato per loro rendermi sano,
nelle fortune, di un toro, ma nelle ricchezze di quattro
E regnarono i centomila, e che salì da Ilio al Pilone su nove tori, e che da Aulide a Elio fluttuasti come vergine basilica. poiché se Akabe non avesse distrutto la città, allora sarebbe stata più amata di Atena con dodici voci e un velo. ma dicono che sia di grande utilità, è solo un alectryon, una ghirlanda e un turibolo
parʼ αὐτοῖς ὤνια.","He said to the Ethiopians, ""Blessed and happy, and Triseudaemon, that Zeus remembers the favor shown to him twelve days ago, by focusing on them, and by this, the other gods as well.""
so not at all, as it was
what do they do, but they sell goods to the people, and it is a shame for them to make me healthy,
in fortunes, of a bull, but the riches of fours
And the hundred thousand reigned, and that he ascended from Ilium to Pylon on nine bulls, and that from Aulis to Helium you floated as a virgin basilica. for if Akabe did not destroy the city then she was more beloved than Athena with twelve voices and a veil. but they say that he is of much use, he is an alectryon and a wreath and a censer alone
parʼ αὐτοῖς ὤνια."
,,,,3,,1,"ταῦτά γε, οἶμαι, καὶ ὁ Χρύσης ἐπιστάμενος
ἅτε ἱερεὺς ὢν καὶ γέρων καὶ τὰ θεῖα σοφός, ἐπειδὴ ἄπρακτος ἀπῄει παρὰ τοῦ Ἀγαμέμνονος, ὡς ἂν καὶ προδανείσας τῷ Ἀπόλλωνι τὴν χάριν
δικαιολογεῖται καὶ ἀπαιτεῖ τὴν ἀμοιβὴν καὶ μόνον οὐκ ὀνειδίζει λέγων,
      
       ὦ βέλτιστε Ἄπολλον, ἐγὼ μέν
σου τὸν νεὼν τέως ἀστεφάνωτον ὄντα πολλάκις
ἐστεφάνωσα, καὶ τοσαῦτά σοι μηρία ταύρων τε καὶ αἰγῶν ἔκαυσα ἐπὶ τῶν βωμῶν, σὺ δὲ ἀμελεῖς μου τοιαῦτα πεπονθότος καὶ παρʼ οὐδὲν τίθεσαι
ʼτὸν εὐεργέτην.
      
      τοιγαροῦν οὕτω κατεδυσώπησεν
αὐτὸν ἐκ τῶν λόγων, ὥστε ἁρπασάμενος τὰ τόξα
      

      καὶ ἐπὶ τοῦ ναυστάθμου καθίσας ἑαυτὸν κατετόξευσε τῷ λοιμῷ τοὺς Ἀχαιοὺς αὐταῖς ἡμιόνοις καὶ κυσίν.","queste cose, io sono, e Crise è presente
Tu sei un sacerdote saggio, vecchio e saggio, perché sei inattivo davanti ad Agamennone, come se avessi tradito la grazia ad Apollo
si giustifica ed esige la ricompensa, e solo non insulta, dicendo: O migliore Apollo, io
il tuo ex appena incoronato è stato molte volte
Ti ho incoronato e ho bruciato le cosce dei tori e delle capre sugli altari, ma tu mi trascuri, sei così triste e non ti importi di nulla
È stato benefico. Litigano così, era deluso
lui senza parole, come se afferrasse gli archi
 e sul naustatmus ti sei seduto tu stesso, hai colpito con la pestilenza gli Achei, questi mezzuomini e questi cisini.","these things, I am, and Chrysis is present
You are a wise priest, both old and wise, because you are idle before Agamemnon, as if you had betrayed the grace to Apollo
he justifies himself and demands the reward, and only he does not insult, saying, O best Apollo, I
your newly crowned former being many times
I crowned you, and I burned the thighs of bulls and goats on the altars, but you neglect me, you are so sad and do not care about anything
He was beneficent. They fight like this, he was disappointed
him out of words, as if grasping the bows
 and on the naustatmus you sat yourself, you shot the Achaeans with the pestilence, these halflings and cysines."
,,,,4,,1,"ἃ μὲν γὰρ ἐν ταῖς θυσίαις οἱ μάταιοι
πράττουσι καὶ ταῖς ἑορταῖς καὶ προσόδοις τῶν θεῶν
καὶ ἃ αἰτοῦσι καὶ ἃ εὔχονται καὶ ἃ γιγνώσκουσι περὶ αὐτῶν, οὐκ οἶδα εἴ τις οὕτως κατηφής ἐστι καὶ λελυπημένος ὅστις οὐ γελάσεται τὴν
ἀβελτερίαν· ἐπιβλέψας τῶν δρωμένων. καὶ πολύ γε,
οἶμαι, πρότερον τοῦ γελᾶν πρὸς ἑαυτὸν ἐξετάσει
πότερον εὐσεβεῖς αὐτοὺς χρὴ καλεῖν ἢ τοὐναντίον θεοῖς ἐχθροὺς καὶ κακοδαίμονας, οἵ γε οὕτω ταπεινὸν καὶ ἀγεννὲς τὸ θεῖον ὑπειλήφασιν ὥστε
εἶναι ἀνθρώπων ἐνδεὲς καὶ κολακευόμενον ἥδεσθαι καὶ ἀγανακτεῖν ἀμελούμενον. τὰ γοὺν Αἰτωλικὰ πάθη καὶ τὰς τῶν Καλυδωνίων συμφορὰς καὶ τοὺς τοσούτους φόνους καὶ τὴν Μελεάγρου διάλυσιν, πάντα ταῦτα ἔργα φασὶν εἶναι τῆς Ἀρτέμιδος μεμψιμοιρούσης ὅτι
μὴ παρελήφθη πρὸς τὴν θυσίαν ὑπὸ τοῦ Οἰνέως·
οὕτως ἄρα βαθέως καθίκετο αὐτῆς ἡ τῶν ἱερείων
διαφορά καί μοι δοκῶ ὁρᾶν αὐτὴν ἐν τῷ
οὐρανῷ τότε μόνην τῶν ἄλλων θεῶν εἰς Οἰνέως
πεπορευμένων, δεινὰ ποιοῦσαν καὶ σχετλιάζουσαν οἵας ἑορτῆς ἀπολειφθήσεται.","perché non ci sono sacrifici invano
celebrano anche le feste e le rendite degli dei
e quello che chiedono e quello che desiderano e quello che sai di loro, non li ho visti così cupi, e triste è chi non ride di loro
avalterian; hai supervisionato gli eventi. e molto
Lo sono, prima che ridano di lui per esaminarsi
perché li adori quando chiamano o invece dei, nemici e demoni malvagi, che sono così umili e non nati da adorare Dio in modo che
è una terra di persone che sono allo stesso tempo lusingate, indignate e trascurate. le cosiddette passioni etoliche e le calamità calidoniane e tali omicidi e la dissoluzione di Meleagro, tutte queste opere sono opera della gelosa Artemide perché
non fu portato al sacrificio sotto Eneo;
Pertanto, lei e le sacerdotesse furono profondamente castigate
differenza e provo a vederla nel
paradiso allora unico degli altri dei in Oineos
di coloro che viaggiavano, soffrivano e bestemmiavano ogni volta che la festa veniva abolita.","for there are no sacrifices in vain
they also celebrate the festivals and annuities of the gods
and what they ask and what they wish and what you know about them, I have not seen them so gloomy, and sad is he who does not laugh at
avalterian; you oversaw the events. and very
I am, before they laugh at him to examine himself
why do you worship them when they call or instead gods, enemies and evil demons, who are so humble and unborn to worship God so that
it is a land of people who are both flattered and indignant and neglected. the so-called Aetolian passions and the Calydonian calamities and such murders and the dissolution of Meleagrus, all these works are the work of the jealous Artemis because
was not taken to the sacrifice under Oeneos;
Thus, she and the priestesses were deeply chastised
difference and I try to see it in the
heaven then alone of the other gods in Oineos
of those who traveled, they were suffering and blaspheming whenever the holiday was abolished."
,,,,4,,1,"τοὺς δʼ αὖ Αἰθίοπας καὶ μακαρίους καὶ τρισευδαίμονας εἴποι τις ἄν, εἴ γε ἀπομνημονεύει τὴν χάριν αὐτοῖς ὁ Ζεὺς ἣν πρὸς αὐτὸν ἐπεδείξαντο δώδεκα ἑξῆς ἡμέρας ἑστιάσαντες, καὶ ταῦτα ἐπαγόμενον καὶ τοὺς ἄλλους θεούς.
οὕτως οὐδέν, ὡς ἔοικεν, ἀμισθὶ ποιοῦσιν ὧν
ποιοῦσιν, ἀλλὰ πωλοῦσιν τοῖς ἀνθρώποις τἀγαθά, καὶ ἔνεστι πρίασθαι παρʼ αὐτῶν τὸ μὲν ὑγιαίνειν,
εἰ τύχοι, βοϊδίου, τὸ δὲ πλουτεῖν βοῶν τεττάρων,
τὸ δὲ βασιλεύειν ἑκατόμβης, τὸ δὲ σῶον ἐπανελθεῖν ἐξ Ἰλίου εἰς Πύλον ταύρων ἐννέα, καὶ τὸ ἐκ τῆς Αὐλίδος εἰς Ἴλιον διαπλεῦσαι παρθένου βασιλικῆς. ἡ μὲν γὰρ Ἑκάβη τὸ μὴ ἁλῶναι τὴν πόλιν τότε ἐπρίατο παρὰ τῆς Ἀθηνᾶς βοῶν δώδεκα καὶ πέπλου. εἰκάζειν δὲ χρὴ πολλὰ εἶναι ἀλεκτρυόνος καὶ στεφάνου καὶ λιβανωτοῦ μόνου
παρʼ αὐτοῖς ὤνια.","Disse agli etiopi: ""Beato e felice, e Triseudaemon, che Zeus ricorda il favore mostratogli dodici giorni fa, concentrandosi su di loro, e con questo, anche sugli altri dei"".
quindi per niente, così com'era
cosa fanno, ma vendono merci alla gente, ed è un peccato per loro rendermi sano,
nelle fortune, di un toro, ma nelle ricchezze di quattro
E regnarono i centomila, e che salì da Ilio al Pilone su nove tori, e che da Aulide a Elio fluttuasti come vergine basilica. poiché se Akabe non avesse distrutto la città, allora sarebbe stata più amata di Atena con dodici voci e un velo. ma dicono che sia di grande utilità, è solo un alectryon, una ghirlanda e un turibolo
parʼ αὐτοῖς ὤνια.","He said to the Ethiopians, ""Blessed and happy, and Triseudaemon, that Zeus remembers the favor shown to him twelve days ago, by focusing on them, and by this, the other gods as well.""
so not at all, as it was
what do they do, but they sell goods to the people, and it is a shame for them to make me healthy,
in fortunes, of a bull, but the riches of fours
And the hundred thousand reigned, and that he ascended from Ilium to Pylon on nine bulls, and that from Aulis to Helium you floated as a virgin basilica. for if Akabe did not destroy the city then she was more beloved than Athena with twelve voices and a veil. but they say that he is of much use, he is an alectryon and a wreath and a censer alone
parʼ αὐτοῖς ὤνια."
,,,,4,,1,"ταῦτά γε, οἶμαι, καὶ ὁ Χρύσης ἐπιστάμενος
ἅτε ἱερεὺς ὢν καὶ γέρων καὶ τὰ θεῖα σοφός, ἐπειδὴ ἄπρακτος ἀπῄει παρὰ τοῦ Ἀγαμέμνονος, ὡς ἂν καὶ προδανείσας τῷ Ἀπόλλωνι τὴν χάριν
δικαιολογεῖται καὶ ἀπαιτεῖ τὴν ἀμοιβὴν καὶ μόνον οὐκ ὀνειδίζει λέγων,
      
       ὦ βέλτιστε Ἄπολλον, ἐγὼ μέν
σου τὸν νεὼν τέως ἀστεφάνωτον ὄντα πολλάκις
ἐστεφάνωσα, καὶ τοσαῦτά σοι μηρία ταύρων τε καὶ αἰγῶν ἔκαυσα ἐπὶ τῶν βωμῶν, σὺ δὲ ἀμελεῖς μου τοιαῦτα πεπονθότος καὶ παρʼ οὐδὲν τίθεσαι
ʼτὸν εὐεργέτην.
      
      τοιγαροῦν οὕτω κατεδυσώπησεν
αὐτὸν ἐκ τῶν λόγων, ὥστε ἁρπασάμενος τὰ τόξα
      

      καὶ ἐπὶ τοῦ ναυστάθμου καθίσας ἑαυτὸν κατετόξευσε τῷ λοιμῷ τοὺς Ἀχαιοὺς αὐταῖς ἡμιόνοις καὶ κυσίν.","queste cose, io sono, e Crise è presente
Tu sei un sacerdote saggio, vecchio e saggio, perché sei inattivo davanti ad Agamennone, come se avessi tradito la grazia ad Apollo
si giustifica ed esige la ricompensa, e solo non insulta, dicendo: O migliore Apollo, io
il tuo ex appena incoronato è stato molte volte
Ti ho incoronato e ho bruciato le cosce dei tori e delle capre sugli altari, ma tu mi trascuri, sei così triste e non ti importi di nulla
È stato benefico. Litigano così, era deluso
lui senza parole, come se afferrasse gli archi
 e sul naustatmus ti sei seduto tu stesso, hai colpito con la pestilenza gli Achei, questi mezzuomini e questi cisini.","these things, I am, and Chrysis is present
You are a wise priest, both old and wise, because you are idle before Agamemnon, as if you had betrayed the grace to Apollo
he justifies himself and demands the reward, and only he does not insult, saying, O best Apollo, I
your newly crowned former being many times
I crowned you, and I burned the thighs of bulls and goats on the altars, but you neglect me, you are so sad and do not care about anything
He was beneficent. They fight like this, he was disappointed
him out of words, as if grasping the bows
 and on the naustatmus you sat yourself, you shot the Achaeans with the pestilence, these halflings and cysines."
,,,,4,,1,"ἐπεὶ δὲ ἅπαξ τοῦ Ἀπόλλωνος ἐμνήσθην, βούλομαι καὶ τὰ ἄλλα εἰπεῖν, ἃ περὶ αὐτοῦ οἱ σοφοὶ τῶν ἀνθρώπων λέγουσιν, οὐχ ὅσα περὶ τοὺς
ἔρωτας ἐδυστύχησεν οὐδὲ τοῦ Ὑακίνθου τὸν φόνον οὐδὲ τῆς Δάφνης τὴν ὑπεροψίαν, ἀλλʼ ὅτι καὶ καταγνωσθεὶς ἐπὶ τῷ τῶν Κυκλώπων θανάτῳ καὶ ἐξοστρακισθεὶς διὰ τοῦτο ἐκ τοῦ οὐρανοῦ, ἐπέμφθη εἰς τὴν γῆν ἀνθρωπίνῃ χρησόμενος τῇ
τύχῃ· ὅτε δὴ καὶ  ἐθήτευσεν ἐν Θετταλίᾳ παρὰ Ἀδμήτῳ καὶ ἐν Φρυγίᾳ παρὰ Λαομέδοντι, παρὰ τούτῳ μέν γε οὐ μόνος ἀλλὰ μετὰ τοῦ Ποσειδῶνος,
ἀμφότεροι πλινθεύοντες ὑπʼ ἀπορίας καὶ
ἐργαζόμενοι τὸ τεῖχος· καὶ οὐδὲ ἐντελῆ τὸν μισθὸν ἐκομίσαντο παρὰ τοῦ Φρυγός, ἀλλὰ προσώφειλεν αὐτοῖς πλέον ἢ τριάκοντα, φασί, δραχμὰς Τρωϊκάς.","ma dopo che Apollo sarà stato ricordato, voglio che gli altri dicano quello che dicono di lui i saggi, non quello che dicono di lui
l'amore non ha causato né l'assassinio di Giacinto né l'arroganza di Dafne, ma perché tu, condannato alla morte dei Ciclopi e per questo emarginato dal cielo, sei venuto sulla terra come essere umano servendoti della
fortuna; quando era reggente in Thetalia con Admeto e in Frigia con Laomedonte, tuttavia disse non solo ma con Poseidone:
entrambi i muratori in questione e
lavoravano alle mura; e non ricevevano l'intero salario dei Frigi, ma dovevano loro più di trenta dracme di Troia.","but after Apollo has been remembered, I want the others to say what the wise men say about him, not what about the
love caused neither the murder of Hyacinthus nor Daphne's arrogance, but because you, condemned to the death of the Cyclops and ostracized from heaven for this, came to earth as a human being using the
fortune; when he was in charge in Thetalia with Admetus and in Phrygia with Laomedon, nevertheless he said not alone but with Poseidon,
both bricklayers under question and
working on the wall; and they did not receive the full wages of the Phrygians, but they owed them more than thirty drachmas of Troy."
