parent_uri,type,id,title,text,author,work
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/1,Paragraph,1,,"Τίμαιος ὁ τὰς Σικελικὰς ἱστορίας συγγεγραφὼς ἐν Ῥηγίῳ φησὶ τοὺς Λοκροὺς καὶ τοὺς Ῥηγίνους ὁρίζοντος Ἄληκος καλουμένου ποταμοῦ τῶν τεττίγων τοὺς μὲν ἐν τῇ Λοκρικῇ ᾄδειν, τοὺς δὲ ἐν τῇ Ῥηγίνων ἀφώνους εἶναι. λέγεται δέ τι τούτου μυθωδέστερον· ἀφικομένων γὰρ εἰς Δελφοὺς κιθαρῳδῶν Ἀρίστωνος μὲν ἐκ Ῥηγίου, παρὰ δὲ Λοκρῶν Εὐνόμου, καὶ περὶ τοῦ κλήρου πρὸς ἑαυτοὺς εἰς ἀντιλογίαν ἐλθόντων, ὁ μὲν οὐκ ᾤετο δεῖν ἐλαττοῦσθαι, τῆς ὅλης Ῥηγίνων ἀποικίας ἐκ Δελφῶν καὶ παρὰ τοῦ θεοῦ γεγενημένης, ὁ δὲ κατέτρεχεν, ὅτι τὸ παράπαν οὐδὲ κιθαρῳδεῖν καθήκει, παρ' οἷς οὐδ' οἱ τέττιγες ᾄδουσιν. εὐημερήσαντος γοῦν τοῦ Ῥηγίνου ἐν τῷ ἀγῶνι, ἐνίκησεν Εὔνομος ὁ Λοκρὸς παρὰ τοιαύτην αἰτίαν· ᾄδοντος αὐτοῦ μεταξὺ τέττιξ ἐπὶ τὴν λύραν ἐπιπτὰς ᾖδεν, ἡ δὲ πανήγυρις ἀνεβόησεν ἐπὶ τῷ γεγονότι καὶ ἐκέλευσεν ἐᾶν.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/2,Paragraph,1,,"Καὶ ἄλλο δὲ παρὰ τοῖς Ῥηγίνοις τοιοῦτον ὡς μυθικὸν ἱστορεῖται, ὅτι Ἡρακλῆς ἔν τινι τόπῳ τῆς χώρας κατακοιμηθεὶς καὶ ἐνοχλούμενος ὑπὸ τῶν τεττίγων ηὔξατο αὐτοὺς ἀφώνους γενέσθαι.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/3,Paragraph,1,,"Καὶ ἐν Κεφαλληνίᾳ δὲ ποταμὸς διείργει, καὶ ἐπίταδε μὲν γίνονται τέττιγες, ἐπέκεινα δὲ οὔ.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/4,Paragraph,1,,"Οὐδ' ἐν Σερίφῳ δὲ οἱ βάτραχοι φθέγγονται, καὶ μυθῶδες καὶ παρὰ τοῖς Σεριφίοις ἐνίσχυσεν, πλὴν οἱ μὲν περὶ Ἡρακλέους, οἱ δὲ περὶ Περσέως.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/6,Paragraph,1,,"Πίπτοι δ' ἂν τὸ γένος τῆς ἐκλογῆς εἰς τοὺς λεγομένους ἐν τῇ Ἀττικῇ καὶ Βοιωτίᾳ πέρδικας, ὧν τοὺς μὲν εὐφώνους, τοὺς δὲ τελείως ἰσχνοφώνους ὁμολογεῖται γίνεσθαι.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/7,Paragraph,1,,"Ἴδιον δὲ καὶ τὸ περὶ τὰ ἔντερα τῶν προβάτων· τὰ μὲν γὰρ τῶν κριῶν ἐστιν ἄφωνα, τὰ δὲ τῶν θηλείων εὔφωνα, ὅθεν καὶ τὸν ποιητὴν ὑπολάβοι τις εἰρηκέναι, πολυπράγμονα πανταχοῦ καὶ περιττὸν ὄντα, ἑπτὰ δὲ θηλυτέρων οἴων ἐτανύσσατο χορδάς.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/8,Paragraph,1,,"Οὐχ ἧττον δὲ τούτου θαυμαστόν, καθωμιλημένον δὲ μᾶλλον τὸ περὶ τὴν ἐν τῇ Σικελίᾳ ἄκανθαν τὴν καλουμένην κάκτον· εἰς ἣν ὅταν ἔλαφος ἐμβῇ καὶ τραυματισθῇ, τὰ ὀστᾶ ἄφωνα καὶ ἄχρηστα πρὸς αὐλοὺς ἴσχει. ὅθεν καὶ ὁ Φιλητᾶς ἐξηγήσατο περὶ αὐτῆς εἴπας· γηρύσαιτο δὲ νεβρὸς ἀπὸ ζωὴν ὀλέσασα, ὀξείης κάκτου τύμμα φυλαξαμένη.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/9,Paragraph,1,,"Ἐν δὲ ταῖς τῶν Λημνίων νήσοις ταῖς καλουμέναις Νέαις πέρδικες οὐ γίνονται, ἀλλὰ κἂν ἴδῃ τις ἀπόλλυνται· ἔνιοι δὲ τούτου τερατωδέστερον ἱστοροῦσιν, ὅτι κἂν ἴδωσιν τὴν χώραν.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/10,Paragraph,1,,"Τῆς δὲ Βοιωτίας ἐχούσης πλήθει πολλοὺς ἀσπάλακας, ἐν τῇ Κορωνικῇ μόνῃ οὐ γίνεται τοῦτο τὸ ζῷον, ἀλλὰ κἂν εἰσαχθῇ τελευτᾷ, καθάπερ αἱ γλαῦκες ἐν Κρήτῃ, ἐν ᾗ λέγουσιν οὐδὲ ζῷον θανάσιμον οὐδὲν τὴν χώραν φέρειν.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/ἱστοριῶν_παραδόξων_συναγωγή/g_2/1/11,Paragraph,1,,"Ἐν Ἀστυπαλαίᾳ δὲ ὄφεις οὐ γίνονται, οὐδὲ ἐν Ἰθάκῃ λαγῶς, οὐδὲ ἐν Λιβύῃ ὗς ἀγρία οὐδὲ ἔλαφοι, οὐδ' ἐν Ῥηνείᾳ τῇ πρὸς Δήλῳ γαλῆ, οὐδὲ μελεαγρὶς οὐδαμοῦ ἄλλῃ ὁρᾶται...",,
