parent_uri,type,id,title,text,author,work
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/1,Paragraph,1,,"Ἐν τῇ Παιονίᾳ φασὶν ἐν τῷ ὄρει τῷ Ἡσαίνῳ καλουμένῳ, ὃ τὴν Παιονικὴν καὶ τὴν Μαιδικὴν ὁρίζει, εἶναί τι θηρίον τὸ καλούμενον βόλινθον, ὑπὸ δὲ τῶν Παιόνων μόναιπον. τοῦτον λέγουσι τὴν μὲν ὅλην φύσιν παραπλήσιον εἶναι βοΐ, διαφέρειν δὲ τῷ μεγέθει καὶ τῇ εὐρωστίᾳ, προσέτι δὲ καὶ τῇ χαίτῃ· ἔχει γὰρ ἀπὸ τοῦ αὐχένος, ὥσπερ ὁ ἵππος, κατατείνουσαν βαθεῖαν σφόδρα, καὶ ἀπὸ τῆς κορυφῆς ἕως τῶν ὀφθαλμῶν. τὰ δὲ κέρατα οὐχ ὥσπερ οἱ βόες, ἀλλὰ κατεστραμμένα, καὶ τὸ ὀξὺ κάτω παρὰ τὰ ὦτα· χωρεῖ δὲ αὐτῶν ἡμιχόου πλεῖον ἑκάτερον, καὶ μέλανα σφόδρα εἶναι, διαστίλβειν δὲ ὡσανεὶ λελεπισμένα. ὅταν δὲ ἐκδαρῇ τὸ δέρμα, κατέχειν τόπον ὀκτακλίνου. ἡνίκα δὲ πληγῇ, φεύγει, κἂν ἐξαδυνατοῦν μένει. ἔστι δὲ ἡδύκρεων. ἀμύνεται δὲ λακτίζον καὶ προσαφοδεῦον ὡς ἐπὶ τέτταρας ὀργυιάς· ῥᾳδίως δὲ χρῆται τούτῳ καὶ πολλάκις τῷ εἴδει, καὶ ἐπικαίει δ' ὥστ' ἀποψήχεσθαι τὰς τρίχας τῶν κυνῶν. τεταραγμένον μὲν οὖν τοῦτο ποιεῖν φασὶ τὸν ἄφοβον, ἀτάραχον δὲ μὴ ἐπικαίειν. ὅταν δὲ τίκτωσι, πλείους γενόμενοι καὶ συναχθέντες ἅμα πάντες οἱ μέγιστοι τίκτουσι καὶ κύκλῳ προσαφοδεύουσι· πολὺ γάρ τι τούτου τοῦ περιττώματος τὸ θηρίον προΐεται.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/2,Paragraph,1,,"Τοὺς ἐν Ἀραβίᾳ φασὶ καμήλους μὴ ἀναβαίνειν ἐπὶ τὰς μητέρας, ἀλλὰ κἂν βιάσηταί τις, οὐ θέλουσι. καὶ γάρ ποτε λέγεται, ἐπεὶ οὐκ ἦν ὀχεῖον, τὸν ἐπιμελητὴν καλύψαντα ἐφεῖναι τὸν πῶλον. ὁ δὲ τὸ ὀχεύειν τότε μέν, ὡς ἔοικε, συνετέλεσε, μικρῷ δ' ὕστερον δάκνων τὸν καμηλίτην ἀπέκτεινεν.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/3,Paragraph,1,,"Τοὺς κόκκυγάς φασι τοὺς ἐν Ἑλίκῃ, ὅταν μέλλωσι τίκτειν, μὴ ποιεῖν νεοττιάν, ἀλλ' ἐν ταῖς τῶν φαττῶν ἢ ταῖς τῶν τρυγόνων ἐντίκτειν, καὶ μήτ' ἐπῳάζειν μήτ' ἐκκολάπτειν μήτε τρέφειν αὐτούς· ἀλλ' ὅταν γεννηθῇ ὁ νεοττὸς καὶ ἐκτραφῇ, μεθ' ὧν ἂν οὗτος συνῇ, τούτους ἐκ τῆς νεοττιᾶς ἐκβάλλειν. γίνεται δ', ὡς ἔοικε, μέγας καὶ καλός, ὥστε ῥᾳδίως κατακρατεῖν τῶν λοιπῶν. τούτῳ δὲ χαίρειν φασὶ καὶ τὰς φάττας οὕτως ὥστε καὶ αὐτὰς συνεκβάλλειν ἐκείνῳ τοὺς ἰδίους νεοττούς.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/4,Paragraph,1,,"Αἱ ἐν Κρήτῃ αἶγες ὅταν τοξευθῶσι, ζητοῦσιν, ὡς ἔοικε, τὸ δίκταμον τὸ ἐκεῖ φυόμενον. ὅταν γὰρ φάγωσιν, εὐθὺς ἐκβάλλουσι τὰ τοξεύματα.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/5,Paragraph,1,,"Φασί τινας ἐν Ἀχαΐᾳ τῶν ἐλάφων, ὅταν ἀποβάλωσι τὰ κέρατα, εἰς τοιούτους τόπους ἔρχεσθαι ὥστε μὴ ῥᾳδίως εὑρεθῆναι. τοῦτο δὲ ποιεῖν διὰ τὸ μὴ ἔχειν ᾧ ἀμύνονται, καὶ διὰ τὸ πονεῖν τοὺς τόπους ὅθεν τὰ κέρατα ἀπέβαλον. πολλαῖς δὲ καὶ κισσὸν ἐπιπεφυκότα ἐν τῷ τῶν κεράτων τόπῳ ὁρᾶσθαι.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/6,Paragraph,1,,"Ἐν Ἀρμενίᾳ φάρμακόν τί φασι φύεσθαι ὃ καλεῖται παρδάλειον. τούτῳ οὖν, ὅταν ὀφθῇ πάρδαλις, χρίσαντες τὸ ἱερεῖον ἀφιᾶσιν. ἡ δὲ ὅταν ἅψηται αὐτοῦ, ζητεῖ, ὡς ἔοικε, τὴν τοῦ ἀνθρώπου κόπρον. διὸ καὶ οἱ κυνηγοὶ εἰς ἀγγεῖον αὐτὴν ἐμβαλόντες ἔκ τινος δένδρου κρεμῶσιν, ἵνα προσαλλομένη καὶ ὑπέρκοπος γενομένη ὑπ' αὐτοῦ παραλυθῇ καὶ ὑποχείριος γένηται.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/7,Paragraph,1,,"Ἐν Αἰγύπτῳ δὲ τοὺς τροχίλους φασὶν εἰσπετομένους εἰς τὰ στόματα τῶν κροκοδείλων καθαίρειν αὐτῶν τοὺς ὀδόντας, τὰ σαρκία τὰ ἐνεχόμενα τοῖς ῥύγχεσιν ἐξέλκοντας· τοὺς δ' ἥδεσθαι καὶ μηδὲν βλάπτειν αὐτούς.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/8,Paragraph,1,,"Τοὺς ἐν Βυζαντίῳ φασὶν ἐχίνους αἰσθάνεσθαι ὅτε βόρεια καὶ νότια πνεῖ πνεύματα, καὶ μεταβάλλειν εὐθὺς τὰς ὀπάς, καὶ ὅταν μὲν ᾖ νότια, ἐκ τοῦ ἐδάφους τὰς ὀπὰς ποιεῖσθαι, ὅταν δὲ βόρεια, ἐκ τῶν τοιχῶν.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/9,Paragraph,1,,"Αἱ ἐν Κεφαλληνίᾳ αἶγες οὐ πίνουσιν, ὡς ἔοικεν, ὥσπερ καὶ τἆλλα τετράποδα, καθ' ἡμέραν δὲ πρὸς τὸ πέλαγος ἀντία τὰ πρόσωπα ποιήσασαι χάσκουσιν εἰσδεχόμεναι τὰ πνεύματα.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/περὶ_θαυμασίων_ἀκουσμάτων/g/1/10,Paragraph,1,,"Φασὶν ἐν Συρίᾳ τῶν ἀγρίων ὄνων ἕνα ἀφηγεῖσθαι τῆς ἀγέλης, ἐπειδὰν δέ τις νεώτερος ὢν τῶν πώλων ἐπί τινα θήλειαν ἀναβῇ, τὸν ἀφηγούμενον θυμοῦσθαι, καὶ διώκειν ἕως τούτου ἕως ἂν καταλάβῃ τὸν πῶλον, καὶ ὑποκύψας ἐπὶ τὰ ὀπίσθια σκέλη τῷ στόματι ἀποσπάσῃ τὰ αἰδοῖα.",,
