parent_uri,type,id,title,text,author,work
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/1,Paragraph,1,,"Βώλου Ἐπιμενίδης ὁ Κρὴς λέγεται ὑπὸ τοῦ πατρὸς καὶ τῶν ἀδελφῶν τοῦ πατρὸς ἀποσταλεὶς εἰς ἀγρόν, πρόβατον ἀγαγεῖν εἰς τὴν πόλιν, καταλαβούσης αὐτὸν νυκτὸς παραλλάξαι τῆς τρίβου καὶ κατακοιμηθῆναι ἔτη ἑπτὰ καὶ πεντήκοντα, καθάπερ ἄλλοι τε πολλοὶ εἰρήκασιν, ἔτι καὶ Θεόπομπος ἐν ταῖς ἱστορίαις ἐπιτρέχων τὰ κατὰ τόπους θαυμάσια. ἔπειτα συμβῆναι ἐν τῷ μεταξὺ χρόνῳ, τοὺς μὲν οἰκείους τοῦ Ἐπιμενίδου ἀποθανεῖν, αὐτὸν δὲ ἐγερθέντα ἐκ τοῦ ὕπνου ζητεῖν ἐφ᾽ ὃ ἀπεστάλη πρόβατον, μὴ εὑρόντα δὲ πορεύεσθαι εἰς τὸν ἀγρόν (ὑπελάμβανε δὲ ἐγηγέρθαι τῇ αὐτῇ ἡμέρᾳ ᾗπερ ἔδοξεν κεκοιμῆσθαι), καὶ καταλαβὼν τὸν ἀγρὸν πεπραμένον καὶ τὴν σκευὴν ἠλλαγμένην ἀπαίρειν εἰς τὴν πόλιν. καὶ εἰσελθὼν εἰς τὴν οἰκίαν ἐκεῖθεν πάντα ἔγνω, ἐν οἷς καὶ τὰ περὶ τοῦ χρόνου καθ᾽ ὃν ἀφανὴς ἐγένετο. λέγουσι δὲ οἱ Κρῆτες, ὡς φησὶν ὁ Θεόπομπος, ἔτη βιώσαντα αὐτὸν ἑκατὸν πεντήκοντα ἀποθανεῖν. λέγεται δὲ περὶ τοῦ ἀνδρὸς τούτου καὶ ἄλλα οὐκ ὀλίγα παράδοξα.",,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/2,Paragraph,1,,"Ἀριστέαν δὲ ἱστορεῖται τὸν Προικοννήσιον ἔν τινι γναφείῳ τῆς Προικοννήσου τελευτήσαντα ἐν τῇ αὐτῇ ἡμέρᾳ καὶ ὥρᾳ ἐν Σικελίᾳ ὑπὸ πολλῶν θεωρηθῆναι γράμματα διδάσκοντα, ὅθεν πολλάκις αὐτῷ τοῦ τοιούτου συμβαίνοντος καὶ περιφανοῦς γιγνομένου διὰ πολλῶν ἐτῶν καὶ πυκνότερον ἐν τῇ Σικελίᾳ φανταζομένου οἱ Σικελοὶ ἱερόν τε καθιδρύσαντο αὐτῷ καὶ ἔθυσαν ὡς ἥρωι.",,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/3,Paragraph,1,,"Περὶ δὲ Ἑρμοτίμου τοῦ Κλαζομενίου τοιαῦτά τινα μυθολογεῖται. φασὶν γὰρ αὐτοῦ τὴν ψυχὴν ἀπὸ τοῦ σώματος πλαζομένην ἀποδημεῖν ἐπὶ πολλὰ ἔτη καὶ κατὰ τόπους γινομένην προλέγειν τὰ μέλλοντα ἀποβήσεσθαι, οἷον ὄμβρους μεγάλους καὶ ἀνομβρίας, ἔτι δὲ σεισμούς τε καὶ λοιμοὺς καὶ παραπλήσια, τοῦ σωματίου κειμένου, τὴν δὲ ψυχὴν καθάπερ εἰς ἔλυτρον διὰ χρόνων τινῶν εἰσερχομένην διεγείρειν τὸ σῶμα. τοῦτο δὲ αὐτοῦ πολλάκις ποιοῦντος καὶ τῆς γυναικὸς ἐντολὰς ὑπ᾽ αὐτοῦ ἐχούσης, ὅτε μέλλοι χωρίζεσθαι, μηδένα θίγειν τοῦ σωματίου μηδέ τινα τῶν πολιτῶν μηδ᾽ ἄλλον ἀνθρώπων, εἰσελθόντες τινὲς εἰς τὴν οἰκίαν καὶ ἐκλιπαρήσαντες τὸ γύναιον ἐθεώρησαν χαμαὶ κείμενον γυμνὸν τὸν Ἑρμότιμον ἀκίνητον. οἱ δὲ πῦρ λαβόντες κατέκαυσαν αὐτόν, οἰόμενοι τῆς ψυχῆς παραγενομένης καὶ μηκέτι ἐχούσης ὅπου εἰσδύσεται παντελῶς στερήσεσθαι τοῦ ζῆν, ὅπερ καὶ συνέπεσεν. τὸν μὲν οὖν Ἑρμότιμον Κλαζομένιοι τιμῶσι μέχρι τοῦ νῦν καὶ ἱερὸν αὐτοῦ καθίδρυται, εἰς ὃ γυνὴ οὐκ εἰσέρχεται διὰ τὴν προειρημένην αἰτίαν.",,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/4,Paragraph,1,,"Ἄβαρις δὲ ἐξ Ὑπερβορέων ἦν μὲν καὶ αὐτὸς τῶν θεολόγων, ἔγραφε δὲ καὶ χρησμοὺς ταῖς χώραις περιερχόμενος, οἳ εἰσὶ μέχρι τοῦ νῦν ὑπάρχοντες. προέλεγεν δὲ καὶ οὗτος σεισμοὺς καὶ λοιμοὺς καὶ τὰ παραπλήσια καὶ τὰ γιγνόμενα κατ᾽ οὐρανόν. λέγεται δὲ τοῦτον εἰς Λακεδαίμονα παραγενόμενον εἰρηκέναι τοῖς Λάκωσι κωλυτήρια θῦσαι τοῖς θεοῖς, καὶ ἐκ τούτου ὕστερον ἐν Λακεδαίμονι λοιμὸς οὐκ ἐγένετο.",,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/5,Paragraph,1,,"Τὰ δὲ περὶ Φερεκύδην τοσαῦτά τινα ἱστορεῖται. ἐν Σκύρῳ ποτὲ τῇ νήσῳ διψῶντα ὑδάτιον αἰτῆσαι παρά τινος τῶν γνωρίμων, τὸν δὲ πιόντα εἰπεῖν σεισμὸν ἐσόμενον ἐν τῇ νήσῳ μετὰ τρίτην ἡμέραν. τούτου δὲ συμβάντος μεγάλην δόξαν αὐτὸν ἀπενέγκασθαι. πάλιν δὲ εἰς Σάμον πορευόμενος εἰς τὸ τῆς Ἥρας ἱερὸν ἰδεῖν πλοῖον εἰς τὸν λιμένα καταγόμενον, καὶ εἰπεῖν τοῖς συνεστῶσιν, ὡς οὐκ εἰσελεύσεται ἐντὸς τοῦ λιμένος. ἔτι δὲ λέγοντος αὐτοῦ καταρραγῆναι γνόφον καὶ τέλος ἀφανισθῆναι τὴν ναῦν.",,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/6,Paragraph,1,,"Τούτοις δὲ ἐπιγενόμενος Πυθαγόρας, Μνησάρχου υἱός, τὸ μὲν πρῶτον διεπονεῖτο περὶ τὰ μαθήματα καὶ τοὺς ἀριθμούς, ὕστερον δέ ποτε καὶ τῆς Φερεκύδου τερατοποιίας οὐκ ἀπέστη. καὶ γὰρ Μεταποντίῳ πλοίῳ εἰσερχομένῳ φορτίον ἔχοντι καὶ τῶν παρατυχόντων εὐχομένων, σωστὸν εἶναι καὶ ἐλθεῖν διὰ τὸν φόρτον, ἑστῶτα τοῦτον εἰπεῖν »νεκρὸν τοίνυν φανήσεται ὑμῖν σῶμα ἄγον τὸ πλοῖον τοῦτο.« πάλιν δὲ ἐν Καυλωνίᾳ, ὥς φησιν Ἀριστοτέλης γράφων περὶ αὐτοῦ πολλὰ μὲν καὶ ἄλλα λέγει καί, τὸν ἐν Τυρρηνίᾳ, φησίν, δάκνοντα θανάσιμον ὄφιν αὐτὸς δάκνων ἀπέκτεινεν. καὶ τὴν γενομένην δὲ στάσιν τοῖς Πυθαγορείοις προειπεῖν. διὸ καὶ εἰς Μεταπόντιον ἀπῆρεν ὑπὸ μηδενὸς θεωρηθείς. καὶ ὑπὸ τοῦ κατὰ Σάμον ποταμοῦ διαβαίνων σὺν ἄλλοις ἤκουσε φωνὴν μεγάλην ὑπὲρ ἄνθρωπον »Πυθαγόρα χαῖρε.« τοὺς δὲ παρόντας περιδεεῖς γενέσθαι. ἐφάνη δέ ποτε καὶ ἐν Κρότωνι καὶ ἐν Μεταποντίῳ τῇ αὐτῇ ἡμέρᾳ καὶ ὥρᾳ. ἐν θεάτρῳ δὲ καθήμενός ποτε ἐξανίσταται, ὡς φησιν Ἀριστοτέλης, καὶ τὸν ἴδιον μηρὸν παρέφαινε τοῖς καθημένοις [εἰς] χρυσοῦν. λέγεται δὲ περὶ αὐτοῦ καὶ ἄλλα τινὰ παράδοξα. ἡμεῖς δὲ μὴ βουλόμενοι μεταγραφέων ἔργον ποιεῖν αὐτοῦ τὸν λόγον καταπαύσομεν.",,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/7,Paragraph,1,,Ἀριστοτέλης δ᾽ ἐν τοῖς φυσικοῖς προβλήμασιν τοὺς περὶ τὴν φυτείαν τῆς κριθῆς γινομένους χλωρότερα ἴσχειν καὶ τὰ σώματα μᾶλλον ἢ περὶ τὸν πυρὸν κατασχολουμένους.,,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/8,Paragraph,1,,"Ἄνδρων ἐν τῇ δ᾽ τῶν πρὸς Φίλιππον θυσιῶν· κορώνη ἐν τῇ Ἀττικῇ εἰς τὴν ἀκρόπολιν οὐδεμία ἑώραται εἰσερχομένη, καθάπερ οὐδὲ ἐν Πάφῳ περὶ τὰ θυρώματα τὰ τῆς Ἀφροδίτης μυῖα ἐφιπταμένη.",,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/9,Paragraph,1,,Ἀριστοτέλης δὲ ἐν τοῖς φυσικοῖς προβλήμασί φησιν· οἱ μονοσιτοῦντες πικρότερα τὰ ἤθη ἔχουσιν μᾶλλον ἢ οἱ δὶς τροφαῖς χρώμενοι.,,
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g/1/10,Paragraph,1,,"Θεόπομπος δὲ ἐν τοῖς θαυμασίοις, ἐν τῷ ἀγῶνι τῶν Ὀλυμπίων πολλῶν ἐπιπολαζόντων ἰκτίνων ἐν τῇ πανηγύρει καὶ διασυριζόντων τὰ διαφερόμενα κρέα τῶν ἱεροθύτων ἀθιγῆ μένειν.",,
