parent_uri,type,id,title,text,author,work
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/1,Paragraph,1,,"Timaeus, who wrote the history of Sicily, says that where the river called Alex forms a boundary between the Locrians and the people of Rhegium, the cicadas on the Locrian side sing while those on the Rhegine side are voiceless. But something yet more fabulous than this is told: for when the citharodes Ariston from Rhegium and Eunomus from Locri arrived at Delphi, they disagreed between themselves about their allotted order of performance – the former thought that he ought not to draw the inferior position since the entire colony of the Rhegines had come from Delphi and from the command of the god, while the latter inveighed against him that it was not at all fitting for those to sing to the cithara among whom even the cicadas did not sing. So the Rhegine was set fair for success, but Eunomus the Locrian was victorious in the contest for this reason: while he was singing, a cicada which had flown onto his cithara began to sing, and the assembled multitude acclaimed the occurrence and demanded his victory.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/2,Paragraph,1,,"Something else of the same sort is told as a legend by the Rhegines: that Heracles, when he was disturbed by cicadas after falling asleep at some spot in the region, prayed that they would become voiceless.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/3,Paragraph,1,,"In Cephallenia, too, a river partitions the land, and while on the near side there are cicadas, there are none on the far side.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/4,Paragraph,1,,"Nor do the frogs give voice in Seriphus: and a similar legend also prevails among the Seriphians, except that while the Rhegines tell it about Heracles, the Seriphians tell it about Perseus.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/5,Paragraph,1,,"Our genre of excerption would include the partridges spoken of in Attica and Boeotia, of whom some are agreed to be melodious, others completely weak-voiced.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/6,Paragraph,1,,"There is something singular, too, about the guts of sheep: those of the ram are soundless, while those of the ewe are melodious. One might understand the Poet – who has a real thirst for knowledge and is exceedingly learned – to be referring to this when he says: he strung seven strings of female sheep",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/7,Paragraph,1,,"Something no less marvellous than this, but much more familiar, is the fact about the thorn in Sicily called cardoon: when a deer treads on it and is injured, its bones are soundless and useless for the making of flutes. And from this Philetas expounded about [the deer], when he said: 'The fawn will sing after its departure from life if it has guarded itself from the prick of the sharp cardoon'",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/8,Paragraph,1,,"No partridges are to be found in the islands of the Lemnians called Neae: if anyone tries to introduce them, they die. Some say something even more prodigious than this – that they die if they even see the land.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/9,Paragraph,1,,"Boeotia has a great many mole-rats: in Coroneia alone this animal is not to be found, but dies if it is introduced. The same is true of ⟨wolves and⟩ little owls in Crete, where they say that the region will not endure the presence of any deadly animal.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/10,Paragraph,1,,"There are no snakes in Astypalaea, nor are there hares in Ithaca, nor the wild boar nor deer in Libya, nor the weasel in Rheneia which is near Delos; and the guinea-fowl is not to be seen at all in any place ⟨other than in Leros⟩.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/11,Paragraph,1,,"Amelesagoras the Athenian, who wrote the Atthis, says that the crow does not fly towards the acropolis, and there is nobody who can say that they have seen one do so. He gives the reason in the form of a myth. For he says that when Athena was given to Hephaestus, as she lay down with him she vanished and Hephaestus fell to the ground and emitted his sperm. The earth, says Amelesagoras, afterwards bore to him Erichthonius, whom Athena reared and then shut up in a basket and handed over to Agraulos, Pandrosos and Herse, the daughters of Cecrops. Athena instructed them not to open the chest until she herself came back. When she went to Pellene to fetch a mountain so that she might make a defence in front of the acropolis, two of the daughters of Cecrops, Agraulos and Pandrosos, opened the chest and saw two serpents around Erichthonius. Amelesagoras says that a crow met Athena as she carried the mountain, which is now called Lycabettus, and told her that Erichthonius was out in the open. She, on hearing this, flung the mountain to its present position and said to the crow that because of the bad news it had brought, it was no longer lawful for it to approach the acropolis.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/12,Paragraph,1,,"In neither the Scythian region nor, likewise, that of Elis, are any mules born.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/13,Paragraph,1,,"Theopompus says that there is in the neighbourhood of the Chalcidians in Thrace a place of the following nature. Whenever any other sort of animal enters it, it comes back unharmed, but no dung-beetle escapes: it turns round and round in a circle and then dies. Indeed, the place is called Cantharolethrus (‘Beetle-death’) because of this.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/14,Paragraph,1,,"In Crannon in Thessaly they say that there are only two ravens: and because of this, on the city emblem attached to records of proxeny – as it is customary everwhere to attach the city emblem to such records – are depicted two ravens on a bronze cart, because more than this have never been seen. The cart is depicted for the following reason (and this, too, might seem outlandish): they have a bronze cart as a dedication which, whenever there is a drought, they shake while beseeching the god for water, and they say that their prayers are fulfilled. Theopompus tells something more singular than this: for he says that while the ravens stay in Crannon until such time as they hatch their young, once they have done this, they abandon the young and go back.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/15,Paragraph,1,,"Myrsilus of Lesbos says that on Mt. Lepetymnus there is a sanctuary of Apollo and a heroön of Lepetymnus, on which, just as in Crannon, there are only two ravens, although there are not a few in the nearby areas.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/16,Paragraph,1,,"Of the Libyans, there are some called Psylli, with whom something happens in the opposite fashion to this: for they suffer nothing when struck by asps, but of the other Libyans, not one can escape once bitten.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/17,Paragraph,1,,"In Lycia there grows a plant called goat's bane, which none of the local goats will taste, but whenever a foreign goat comes upon it and eats the plant through ignorance, it dies as a result of the destruction of that compartment of its stomach called the 'echinus'.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/18,Paragraph,1,,"There is an island near the regions of Carystia and Andria which is called Gyaros; there, the mice eat through iron. In the island of Ceos, the wild pear is lethal, and if you were to graft it onto another tree, it would cause it to wither.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/19,Paragraph,1,,"There are singular things, too, concerning the formation and transformations of animals, particularly concerning their genesis. Thus, in Egypt if an ox is buried in a certain place so that the horns protrude above the earth and are afterwards sawn off, they say that bees fly out of them: for in the course of rotting the ox is dissolved into this insect. And Philetas, who is pretty inquisitive, seems to turn his attention to this; so he addresses the bees as 'ox-born' when he says: 'With long strides first you reached the ox-born bees' (a) They say, too, that the crocodile generates scorpions, (b) and that wasps are generated from horses. And a certain Archelaus, an Egyptian who interpreted paradoxa for Ptolemy in epigrams, spoke thus concerning scorpions: (a) Into you, scorpions, does nature who gives life to all things dissolve the crocodile when it has died. And about wasps: (b) Note this offspring of a horse’s corpse: wasps – behold what nature creates from what! Aristotle says that scorpions are generated from rotting bergamot-mint.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/20,Paragraph,1,,"No less amazing than these examples is the destruction of what is useful. For example, the gecko, whenever it sheds its skin, turns around and swallows it: for it is, they say (as Aristotle writes), a cure for epilepsy. Likewise, the seal is said to disgorge its whey – this, indeed, is useful for the same disease. Mares eat off the excrescence on their newly born young called 'hippomanes': this is situated on the forehead and is sought for many purposes. The doe buries her right antler in the earth: this, too, is useful in many ways. But these [behaviours] demand a great deal of attention as to whether they are attributable to deliberate choice or to chance.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/21,Paragraph,1,,"The octopus eats its own tentacles in Winter. As the poem has it, On a wintry day, when the boneless one gnaws its foot. The new-born of dog-fish come out from the belly and feed, and re-enter into the mouth. The lioness does not conceive twice: for, as Herodotus says, she ejects the womb with the new-born. Nor does the viper, for the emerging young eat through its belly.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/22,Paragraph,1,,"The bat alone of birds has teeth and breasts and milk. Aristotle says that the seal, too, and the whale have milk. And he writes down something no less prodigious than these, for he says that in Lemnos milk was extracted from a he-goat in sufficient quantities to make cheese.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/23,Paragraph,1,,"The male of the halcyon are called 'keryloi': when they become weak through old age and are no longer able to fly, the females carry them by taking them upon their wings. The saying of Alcman agrees with this, for he says that he is weak from old age and unable to go around with the choruses or with the dances of the maidens: No longer, maidens of honeyed speech, divine-voiced, are my limbs able to carry me: would, oh would that I were a kerylos, which over the foam of the wave flies with the halcyons with resolute heart – the sea-purple bird of Spring.",,
http://ns.inria.fr/zoomathia/ANTIGONUS/collection_of_marvellous_accounts/e/1/24,Paragraph,1,,"The Poet, too, is said by everyone to be pretty painstaking and full of curiosity, for Odysseus, when the dogs had attacked him on the way up to the swineherd, crouched in cunning, and cast the staff from his hand. For they say that whenever anyone who is being chased crouches down, the dogs do him no harm.",,
