parent_uri,type,id,title,text,author,work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/1",Paragraph,1,,"Incipitmeditacio prohemialis in tractatum de proprietatibus animalium in generali et in speciali, bestiarum, videlicet, pecudum, iumentorum, anguium, vermium et serpentum, quem compilavit frater Johannes Egidii, de ordine Minorum, ex dictis Aristotilis, Avicenne, Galieni, Constantini, Plinii, Jorath et ex dictis aliorum philosophorum et sanctorum, quorum fuerunt et sunt sentencie approbate, absque preiudicio sentencie melioris, supposito semper in omnibus dictis et scriptis orthodoxe fidei fundamento.",Iohannes Egidius Zamorensis,Historia naturalis Iohannis Egidii Zamorensis
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/1",Paragraph,2,,"Animalium omnium que in noticiam hominum comuniter devenerunt, bestiarum, videlicet, iumentorum pecudum, reptilium vermium et serpentum, naturas, virtutes et operaciones cum ardenter investigare et cognoscere affectarem, ut de ipsis scalam michi facerem, per quam in evidenciorem ascenderem noticiam et complacenciam creatoris, illapsum fuit subito menti mee verbum illud quod Gennesis primo capitulo continetur, videlicet, quod produxit de terra Deus altissimus et eternus animalium tria genera, iumenta, scilicet, reptilia et bestias. Iumenta quasi iuvamenta ad opus vel esum; reptilia vero et bestias in exercicium homini peccaturo.",Missing author,Genesis
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/1",Paragraph,3,,"Ut autem possem in horum omnium noticiam, sicut homini est possibile, facilius et melius pervenire, transcurri sentencias Aristotilis et Avicenne et Plinii et Jorath et Hysidori et aliorum philosophorum ac sanctorum de animalibus, et ordinavi absque preiudicio eorum sentencias generales et speciales, aSalomonedisputatas, ab elephanto usque ad vermiculum, ad apprehendendas naturas animalium, secundum ordinem inferius prenotandum.",Aristoteles,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/1",Paragraph,4,,"Sciant autem omnes emuli mei, qui nichil aliud noverunt quam contra studiosos homines oblatrare, quod usque in hanc diem de naturis et proprietatibus animalium magnorum videlicet et eciam minutorum, nichil complecius aut perfeccius fuit traditum eis que in hoc opere, duce Deo altissimo, absque preiudicio tractabuntur, secundum ordinem inferius memoratum.Explicit prologus.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/1",Paragraph,1,,"Incipiunt vero tituli de naturis et proprietatibus animalium in generali et eciam in speciali. Primus autem tractatus erit de animalium primaria produccione et primaria nominacione et eorum multiplici differencia et distinccione. Secundus vero tractatus erit de reptilium et serpentum et vermium differencia et distinccione in generali, quia in speciali dicetur in quolibet loco suo. Tercius tractatus erit de membrorum et sensuum neccessaria condicione in generali et debita eorundem ordinacione, olfatu quoque et hanelitu, voce, vigilia et dormicione. Quartus tractatus erit de animalium nutrimento, videlicet, cibacione et potacione. Quintus tractatus erit de animalium audacia, aviditate et generacione seu fetuum procreacione. Sextus tractatus erit de vite animalium prolongacione et abreviacione. Septimus tractatus erit de carnium animalium complexione et ipsarum ad esum hominum ordinacione. Octavus tractatus erit de carnium animalium artificiali preparacione. Nonus tractatus erit de animalium ad homines multiplici utilitate, eciam medicinale debita ordinacione. Decimus tractatus, erit de natura lactis. Undecimus, de natura seri. Duodecimus tractatus, de natura butiri. Decimus tercius, de natura casei. Decimus quartus, de natura coaguli. Decimus quintus, de natura lane. Decimus sextus, de natura sanguinis. Decimus septimus, de natura stercoris. Decimus octavus, de natura urine. Decimus nonus, tractatus erit de spermate. Vicessimus tractatus erit de menstruo. Vicessimus primus, de lacrima. Vicessimus secundus, de saliva. Vicessimus tercius, de sudore. Vicessimus quartus, de sompno et vigilia. Vicessimus quintus, de animalium morte et vita. Vicessimus sextus, de cuiuslibet animalis, in speciali, de naturali condicione, secundum ordinem alphabeti, incipiendo ab animalibus, videlicet pecudibus, bestiis et iumentis, anguibus, serpentibus et vermibus, ab hac vocali A incipientibus, demum a B, deinde a C, quousque perveniatur ad Z, que est ultima littera in ordine alphabeti. Vicessimus septimus erit de vegetabilium et de animalium et hominum perfeccione, videlicet, anima vegetabili, sensibili et racionali. Expliciunt tituli.Incipit vero.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,1,,"AltissimusDeus, veridicus et eternus, ornatis cunctis superioribus mundi partibus, hoc est, celo, aere et aqua, tandem sexta die mundi partem infimam, terram, videlicet, decoravit. Produxit enim de terra Deus animalium tria genera, videlicet, iumenta reptilia et bestias. Previdens namque Deus altissimus et eternus homines per peccatum in penam laboris lapsu<ru>m sive miserabiliter ruiturum, dedit ei iumenta quasi iuvamenta ipsius ad opus et esum, reptilia vero et bestias in exercicium.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,2,,"Omnibus vero animalibusAdamprimus indidit nomina secundum Ysidorum, decimo quinto libro Ethimologiarum. Sed gentes ex propria lingua unicuique animalium dederunt postmodum vocabulum. Non enim secundum Latinam linguam aut Grecam aut quarumlibet gencium barbararum nomina illa imposuitAdam, sed secundum illam linguam que ante diluvium omnium una fuit, que Hebrea nuncupatur, secundum Hysidorum.Latine autem animalia sive animancia dicta sunt, eo quod animentur vita et spiritu moveantur. Quadrupedia sunt vocata, quia quatuor pedibus gradiuntur. Que, dum sint similia pecoribus, tamen sub cura humana non sunt, ut cervi, danime, onagri et cetera. Sed neque bestie sunt, ut leones; nec iumenta, ut usus hominum iuvare possint. Pecus dicimus omne quod humana lingua et effigie caret. Proprie autem pecorum nomen hiis animalibus accomodari solet, que sunt ad vescendum apta, ut oves et sues, aut usui hominum commodata, ut equi et boves.Differt autem inter peccora et pecudes, nam veteres comuniter in significaciones omnium animalium pecora dixerunt. Pecudes autem tantum illa animalia que eduntur quasi pacudes. Generaliter autem omne animal pecus a pascendo vocatur. Iumenta vero nomina inde traxerunt, quod nostrum laborem vel onus suo adiutorio vectando vel arando iuvent. Nam bos carpenta trahit et durissimas terre vertit glebas. Equus et asinus portant honera et hominum in gradiendo laborem temperant. Unde iumenta appellantur ab eo quod iuvent homines; sunt enim magnarum virium animalia. Imo vero, armenta dicuntur vel quod hiis aramus vel quod hiis in armis utamur. Alii autem armenta tantum boves intelligunt ab arando, quasi aramenta; vel quod cornibus sunt armata. Differt similiter inter armenta et greges, nam armenta equorum et boum sunt, greges vero caprarum et ovium. Hucusque Hysidorus in Ethimologiis.",Isidorus Hispalensis,Etymologiarum sive Originum Isidori libri XX
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,3,,"Notandum autem quod in corpore animalis sunt tres modi composicionis. Prima scilicet mixtio elementorum in membris consimilibus, secunda mixtio consimilium in officialibus, tercia organorum ex dissimilibus sicut manus componitur ex nervis et ossibus. Et huius sensus quidem prior est in omnibus membris consimilibus; operaciones autem sunt in membris organicis, scilicet, per virtutem sensus et motus et appetitus animalium.Ununquodque animal habet corporis instrumenta virtuti a se competencia; nam leo, cum sit animi audacis et iracundie, corpus habet forte et grave, in pedibus ungues et acutissimos in ore dentes; lepus autem, cum sit timidissimus, habet membra levitate nimia fuge aptissima.Hominem fecit rubeum, prout competebat creacioni sanguinis. Mamillas et testiculos ad creandum lac et sperma fecit albos. Hoc modo fecit omnia membra propriis accionibus conveniencia. Acciones autem sun tres: animalis, spiritualis, naturalis; quibus similia sunt instrumenta corporis.In quibusdam animalibus creata sunt cornua, propter vigorem et iuvamentum; quedam autem debilia habent cornua nec ad vigorem nec ad pugnam conveniencia; quedam vero omnino non habent, quia natura dedit eis alium modum vigoris et iuvamenti, ut velocitatem equis, magnitudinem corporis elephantis et camellis, culmos prominentes porcis. Quibusdam posuit vigorem in soleis, et ideo eorum capita privavit cornibus, nisi forte habeant unum cornu, sicut asinus indicus; multitudo vero ramificacionis cornuum in cervis nocumento suo propinquior est quam iuvamento; ideo datum est eis aliud iuvamentum, scilicet, velocitatem cursus. Vacca quoque silvestris habet cornua declinancia ad invicem; et ob hoc ei natura dedit aliud iuvamentum, scilicet, eieccionem stercoris longe, ut ab ipso detineatur venator. Elephas autem habet nasum longum et forte, quo utitur loco manus in accipiendo potum et cibum et in omnibus quibus indiget, eciam in eradicando arbores.Animal quoque multos habens digitos in pedibus, utitur anterioribus, sicut homo manibus, quia pugnat cum eis et eicit a se nocumentum. Animal vero soleas habens facit hoc cum posterioribus, quoniam anteriora non sunt ad hoc conveniencia.In hiis autem a se invicem animalia differunt: differunt et ingenio, voce, cibo, sompno, copula et generacione, amicicia et dissensione, locorum origine vel habitacione",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,4,,"Similiter est notandum quod animalium quedam sunt aerea et volatilia, sicut aves; quedan natatilia, sicut pisces; quedam gressibilia, sicut agrestia. Prima in aere, secunda in aquis, tercia in terris habent debitas mansiones. Animantium autem tria esse generaMoysesmanifestat Genesis primo, dicens quod fecit Deus iumenta et bestias et reptilia.",Missing author,Genesis
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,5,,"De quibus loquens Basilius in libro Exameron, id est, in Libro sex dierum, dicit sic: Iumenta sunt animalia in usum et adiutorium hominis mancipata. Quedam sunt deputata ad laborandum, ut equi, boves et camelli; quedam ad lanificandum, ut oves et huiusmodi; quedam ad vescendum, ut sues et porci.",Basilius Cesariensis,Homilie in Hexameron Basilii Cesariensis
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,6,,"Reptilia autem sunt illa que corporis contraccione et extensione inituntur et moventur in anterius, ut vermes et serpentes et colubri. Et sunt tria genera, scilicet, trahencia ore, ut vermiculi, qui se ore trahunt; et sunt serpencia, ut colubri, qui vi costarum se rapiunt; sunt eciam repencia, que pedibus repunt, ut lacerte et botrace et huiusmodi.Bestie autem dicuntur, quasi vastie, quoniam nativam habent feritatem; nunc enim feriunt ungue, nunc cornu, nunc dente, ut apri, leones, trigides atque luppi. Comuniter dicuntur bestie animalia indomita que iumentis sunt ferociores naturaliter, sed sunt sevientibus bestiis mittiores, ut cervi et huiusmodi.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,7,,"Animalibus cunctis inest virtus motiva et sensitiva, sed secundum magis et minus. Nam, secundum puriorem sanguinem et subtiliorem, quedam sunt vivacioris sensus et forcioris estimacionis et pluris sagacitatis. Hinc est quod bos est piger et stabilis, asinus stolidus, equus fervens in concupina, luppus indomitus, leo audax, vulpes astuta et dolosa, cannis gratificus et memor amicicie, et sic de aliis. Unde bonitas vel malicia moris in animalibus bonitatem vel maliciam sequitur complexionis, ut dicit Basilius.",Basilius Cesariensis,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,8,,"Item, eciam affirmat Aristotiles in libro De animalibus. Dicit enim quod differunt animalia secundum mores. Quia quedam sunt magne mansuetudinis, ut vacca et ovis; et quedam indomite feritatis, ut tigris et aper agrestis; et quedam magne audacie et magnanimitatis, ut leo; et quedam magne fortitudinis et astucie et malarum operacionum, ut luppus, vulpis et huiusmodi. Et ista diversitas accidit ex diversitate virtutis agentis dissimiliter in diversis. Nam, ut idem dicit in libro secundo, animalia quedam habent sanguinem et quedam non, ut apes et omne animal rugosi corporis. Sed aliquando habent humorem loco sanguinis. Habencia autem sanguinem sunt maioris corporis et virtutis. Hinc est quod quedam animalia diligunt societatem et agregatim incedunt, ut cervi, onagri et camelli; et quedam societatem fugiunt et simul habitare socialiter non possunt, ut aves iunctorum unguium et bestie que de preda vivunt.",Aristoteles,De animalibus Aristotelis
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,9,,Ad hoc dicit Avicenna libro primo : Animalia quedam sunt urbana et quedam agrestia. Et intra omnia animalia homo non potest vivere solus. Et grues et appes et formice comunicant homini in hoc.,Avicenna,De animalibus Avicenne
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,10,,"Animalia discrepant multum in nutrimento, ut dicit idem. Quia quedam vescuntur solum carnibus, sicut leo et tigris ethiusmodi; quedam vescuntur indifferenter omnibus, ut canis municeps et huiusmodi; quedam graminibus et frugibus nutriuntur, ut equi, cervi et huiusmodi. Et, ut dicit Aristotiles libro primo, quedam animalia habent proprium gustabile, sicut appes, quarum gustabile est mel et pauca quedam de numero dulcium; sicut aranee gustabile est musca, vivit enim de venacione muscarum; et quedam sunt venancia animalia alia, ut leo, lupus et similia; et quedam sunt acumulancia nutrimentum, sicut hericius et formica.",Avicenna,De animalibus Avicenne
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,11,,"Causa autem quare omne animal indiget nutrimento, ut dicit Avicenna, est humiditas substancie et calor dissolvens humidum et aer circunstans calidus. Unde, quia continua fit per calorem humidi deperdicio, neccessaria est beneficio nutrimenti et deprediti restitucio.",Avicenna,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,12,,"Et quedam querunt victum suum de nocte, ut aves lucifuge, et quedam de die.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,13,,"Aristotiles etiam dicit, sicut et Avicenna, quod quedam animalia omni tempore sunt silvestria, et quedam domestica, ut homo, mulus et capra, et quedam cito domesticantur, ut elephas. De omni autem genere animalium domesticorum inveniuntur agrestia, sicut silvestris homo, silvestris equus, silvestris canis, agrestis porcus.",Aristoteles,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,14,,"Et quedam animalia sunt magne impetuositatis et bellicitatis et maxime tempore coytus et amoris. In omnibus enim animantibus est appetitus dileccionis, et tunc masculi zelant et pugnant pro feminis. Et quedam animalia ingenuant, ut sint illo tempore eorum corpora dura, ut porci agrestes, qui, confricantes se arboribus, intrant lutum et desiccant illud, et tunc preliantur.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,15,,"Animalia quedam sunt magne, ut dicit Aristotiles, refrenacionis et quedam magne ire et tenacis memorie, sicut canis, camellus et asinus, et quedam debilis sunt memorie, ut struccio et columba. Sed solus homo memorat oblita, ut dicit Avicenna. Multa tamen animalia tenent memoriam eorum que vident et addiscuntur, ut dicit Aristotiles libro primo. In solis autem hominibus est memoria, prout illa subiacet racioni.",Aristoteles,De animalibus Aristotelis
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,16,,"Et ideo dicit Augustinus in libro De civitate Dei undecimo : Est, inquid, admiranda quedam in brutis prudencia, in quibus cum nulla sit, proprie loquendo, scientia, quedam tamen in eis similitudo scientie reperitur. Evidentem enim habent solerciam in educacione fetuum, in edificacione latibulorum et mansione, in inquisicione nutrimentorum, in medicacione vulnerum, in fuga nocivorum, in presagio mutacionis temporum futurorum, in cognicione et amore parvulorum suorum. Nam cervus cervam diligit et leo leenam et ursus ursam, et sic de aliis.",Augustinus Hipponensis,De civitate Dei
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,17,,"Aristotiles etiam dicit quod in omni animali est radicale membrum, quod est principium omnium virtutum naturalium et spiritualium et animalium. Et hoc est cor vel aliquid loco eius. A cuius radice, ut dicit Avicenna, incipit animalis creacio et formacio et figuracio. Formato autem animali bruto et perfecto, faciem habet reflexam ad suum materiale et originale principium, scilicet, ad ipsam terram. Sola enim statura erecta est a nature principio homini reservata, in quo natura hominis super cuncta animancia est nobilitata et mirabiliter sublimata. Unde dicit Poeta :Os homini sublime dedit celumque intueri, et cetera.",Aristoteles,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,18,,"Propter quod dicit Basilius : Si homo corporis voluptate fedatur obediendo ventris luxurie, comparatus est iumentis in similitudine et similis est illis. Item dicit Basilius : Omnia fere terre animancia genitali calore stimulata ad propagacionem sui generis et succesionem prolis animantur. Et hoc potissime accidit tempore vernali, quando virtus caloris celestis incipit in animancium corporibus quodammodo dominari.",Basilius Cesariensis,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,19,,"Simile dicit Aristotiles et eciam Avicenna : Omne, inquid, animal habens semen generat animal sibi simile. Et ideo animali non valenti servare speciem suam in se dedit natura membrum ut semen expellat et aliud membrum ut semen recipiat, sicut in femina est matrix. Et hoc est generale in omnibus animalibus, in quibus est discrecio sexus, quia masculus se habet per modum forme et femina per modum materie. Et ideo omne animal femineum habet matricem vel aliquid loco matricis, in quo recipiat fetum suum. Sed hoc accidit diversimode in diversis, quia alio modo in ovantibus et alio modo in aliis animalibus interius perfecta animalia concipientibus, sicut de multis exemplificat Avicenna.Proferunt autem Avicenna et Aristotiles omnia animalia habencia sanguinem no habentibus. Et dicit quod illa simpliciter sunt maiora et nobiliora in quantitate et virtute, exceptis paucis beluis aquaticis et marinis. Et subdit quod omne animal sanguineum nobile quatuor movetur instrumentis, quia quatuor pedibus, ut in brutis, aut duabus manibus et duobus pedibus, ut patet in hominibus, similiter in duabus alis et aliis in duobus pedibus, ut patet in avibus et pennatis.",Aristoteles,Missing work
