title,div_id,index_paragraph,index_annotation,mention,mention_without_space,thezoo_uri,id_concept,concept,start,end,annotation_lang,score,category
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,4,4.0_it,Dio,Dio,, ,http://it.dbpedia.org/resource/Dio,68,70,it,0.9983496985355855,
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,4,4.0_en,God,God,, ,http://dbpedia.org/resource/God,39,41,en,0.9565156758389217,
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,7,7.0_it,Zeus,Zeus,<https://opentheso.huma-num.fr/?idc=pcrtSgaLklRNDT&idt=th310>,pcrtSgaLklRNDT,http://it.dbpedia.org/resource/Zeus,7,8,it,0.99994221618583,
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,7,7.0_en,Zeus,Zeus,<https://opentheso.huma-num.fr/?idc=pcrtSgaLklRNDT&idt=th310>,pcrtSgaLklRNDT,http://dbpedia.org/resource/Zeus,7,8,en,0.9999909207409611,"Wikidata:Q24229398,Wikidata:Q178885,DUL:Agent,DBpedia:Agent,DBpedia:Deity"
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,14,14.0_en,Nyx,Nyx,<https://opentheso.huma-num.fr/?idc=pcrtKzAS725Sqc&idt=th310>,pcrtKzAS725Sqc,http://dbpedia.org/resource/Nyx,44,46,en,0.9920460436739245,"Wikidata:Q24229398,Wikidata:Q178885,DUL:Agent,DBpedia:Agent,DBpedia:Deity"
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,22,22.1_it,Persia,Persia,<https://opentheso.huma-num.fr/?idc=pcrtiz8ndVfKcX&idt=th310>,pcrtiz8ndVfKcX,http://it.dbpedia.org/resource/Persia,8,9,it,0.969875016780688,
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,22,22.2_it,Dio,Dio,, ,http://it.dbpedia.org/resource/Dio,43,45,it,0.9979977820850416,
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,22,22.0_en,Persia,Persia,<https://opentheso.huma-num.fr/?idc=pcrtiz8ndVfKcX&idt=th310>,pcrtiz8ndVfKcX,http://dbpedia.org/resource/Achaemenid_Empire,8,9,en,0.9563686138460176,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country"
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,26,26.0_en,Demetrius,Demetrius,, ,http://dbpedia.org/resource/Demetrius_I_of_Macedon,38,40,en,0.661091714263929,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Royalty"
WorksandDays(Greek).Machinereadabletext,None_urn:cts:greekLit:tlg0020.tlg002.perseus-grc2,27,27.1_it,Neikea,Neikea,, ,http://it.dbpedia.org/resource/Neikea,18,20,it,0.8004718802289676,
